 ,Label,Area,Mean,StdDev,Min,Max,BX,BY,Width,Height
4619,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0066-1245,279,6.771,2.123,3,12,1230,60,30,12
4620,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0064-1267,58,5.310,2.542,2,11,1260,60,14,8
4621,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0118-0115,22,7.682,1.524,6,11,110,117,10,3
4622,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0117-0135,149,6.188,1.780,3,11,120,114,30,6
4623,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0115-0165,244,7.107,2.165,2,14,150,110,30,10
4624,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0113-0195,337,6.982,1.939,2,11,180,107,30,13
4625,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0112-0225,430,6.535,2.016,1,14,210,104,30,16
4626,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0110-0255,524,7.017,2.548,2,14,240,101,30,19
4627,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0109-0285,617,7.519,2.225,3,15,270,98,30,22
4628,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0107-0315,711,7.298,2.111,2,13,300,95,30,25
4629,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0345,817,7.492,2.079,3,13,330,91,30,29
4630,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0375,899,7.265,2.302,2,14,360,90,30,30
4631,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0405,900,7.068,2.296,1,15,390,90,30,30
4632,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0435,900,7.832,2.144,2,14,420,90,30,30
4633,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0465,900,7.501,2.497,1,14,450,90,30,30
4634,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0495,900,8.613,2.107,3,14,480,90,30,30
4635,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0525,900,8.588,2.450,2,17,510,90,30,30
4636,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0555,900,9.538,2.202,3,16,540,90,30,30
4637,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0585,900,10.456,2.256,3,17,570,90,30,30
4638,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0615,900,9.639,2.577,2,16,600,90,30,30
4639,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0645,900,9.526,2.631,2,16,630,90,30,30
4640,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0675,900,8.797,2.238,2,15,660,90,30,30
4641,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0705,900,8.994,2.424,1,15,690,90,30,30
4642,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0735,900,9.168,2.486,2,17,720,90,30,30
4643,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0765,900,8.411,2.413,2,15,750,90,30,30
4644,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0795,900,7.656,2.168,2,13,780,90,30,30
4645,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0825,900,8.196,2.019,3,13,810,90,30,30
4646,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0855,900,8.176,2.251,2,15,840,90,30,30
4647,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0885,900,7.977,1.956,3,13,870,90,30,30
4648,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0915,900,8.021,2.057,2,14,900,90,30,30
4649,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0945,900,8.384,2.071,3,16,930,90,30,30
4650,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0105-0975,887,7.867,1.974,3,16,960,90,30,30
4651,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0103-1005,652,7.549,2.012,2,14,990,90,30,27
4652,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0098-1035,348,7.069,2.503,2,13,1020,90,30,17
4653,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0093-1056,43,5.512,2.511,2,11,1050,90,13,6
4654,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0094-1103,58,5.569,2.161,2,11,1096,90,14,9
4655,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0101-1125,508,7.579,2.063,3,13,1110,90,30,23
4656,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0101-1155,641,7.374,1.935,2,15,1140,90,30,23
4657,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0100-1185,562,5.760,2.006,1,11,1170,90,30,20
4658,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0099-1210,221,6.389,2.490,1,13,1200,90,20,18
4659,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0146-0057,33,3.970,1.185,2,7,54,142,6,8
4660,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0139-0075,454,7.176,1.965,2,13,60,129,30,21
4661,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0135-0105,821,7.177,2.060,2,17,90,120,30,30
4662,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0135-0135,900,6.522,2.182,2,13,120,120,30,30
4663,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0135-0165,900,7.241,2.448,1,14,150,120,30,30
4664,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0135-0195,900,7.662,2.210,2,14,180,120,30,30
4665,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0135-0225,841,8.055,1.984,2,15,210,120,30,30
4666,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0255,810,8.405,1.975,3,14,240,120,30,27
4667,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0285,810,8.252,2.174,3,14,270,120,30,27
4668,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0315,810,8.006,2.056,1,15,300,120,30,27
4669,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0345,810,7.433,2.301,1,14,330,120,30,27
4670,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0375,781,7.149,2.067,2,12,360,120,30,27
4671,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0405,780,7.721,2.157,3,15,390,120,30,26
4672,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0435,780,8.245,2.354,3,16,420,120,30,26
4673,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0465,780,7.790,2.697,3,15,450,120,30,26
4674,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0495,780,8.041,2.306,3,16,480,120,30,26
4675,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0525,780,8.995,2.242,3,17,510,120,30,26
4676,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0555,780,8.750,2.525,2,15,540,120,30,26
4677,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0133-0585,758,8.698,3.129,2,17,570,120,30,26
4678,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0132-0615,689,8.631,3.021,2,16,600,120,30,25
4679,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0130-0645,620,8.977,2.188,4,15,630,120,30,21
4680,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0131-0675,633,7.453,2.360,2,14,660,120,30,22
4681,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0131-0705,610,8.459,2.373,2,15,690,120,30,22
4682,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0131-0735,616,8.049,2.238,2,14,720,120,30,22
4683,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0130-0765,567,7.672,2.505,1,14,750,120,30,20
4684,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0130-0795,557,7.539,2.130,3,14,780,120,30,20
4685,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0129-0825,534,7.998,2.143,3,14,810,120,30,19
4686,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0128-0855,500,7.868,2.155,3,16,840,120,30,17
4687,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0128-0885,436,8.011,2.085,2,13,870,120,30,16
4688,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0127-0915,361,7.510,2.429,2,13,900,120,30,14
4689,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0125-0945,289,6.792,2.184,2,13,930,120,30,11
4690,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0124-0970,95,4.811,2.261,1,10,960,120,20,8
4691,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0151-0059,4,5.500,1.732,4,8,58,150,2,3
4692,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0159-0075,447,5.812,2.122,2,13,60,150,30,18
4693,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0157-0105,401,8.052,2.043,4,14,90,150,30,15
4694,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0155-0135,285,6.712,2.171,2,12,120,150,30,11
4695,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0154-0165,169,5.929,1.923,2,12,150,150,30,8
4696,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:0152-0192,53,5.170,2.285,2,11,180,150,25,4
4697,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt3.mCherry.BandC.jpg:Background,900,6.213,1.803,2,13,250,25,30,30
4698,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:Body,79946,7.331,2.477,0,19,109,61,1156,123
4699,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0088-0706,51,8.941,1.580,6,13,692,87,28,3
4700,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0087-0735,130,7.677,2.092,3,13,720,84,30,6
4701,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0086-0765,211,6.886,2.049,3,12,750,82,30,8
4702,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0084-0795,294,5.469,2.741,0,14,780,79,30,11
4703,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0083-0825,375,6.560,2.730,1,13,810,76,30,14
4704,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0082-0855,453,5.894,2.136,1,12,840,74,30,16
4705,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0081-0885,521,7.077,2.488,1,15,870,72,30,18
4706,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0079-0915,591,7.543,3.141,0,18,900,69,30,21
4707,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0078-0945,657,6.588,3.062,0,14,930,67,30,23
4708,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0077-0975,724,6.657,2.961,1,15,960,65,30,25
4709,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0076-1005,791,6.501,2.897,1,16,990,63,30,27
4710,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0076-1035,826,7.269,2.278,1,14,1020,62,30,28
4711,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0075-1065,845,6.161,3.009,0,16,1050,61,30,29
4712,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0075-1095,854,6.107,2.905,0,14,1080,61,30,29
4713,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0076-1125,722,5.292,2.672,0,13,1110,63,30,27
4714,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0078-1155,677,4.657,2.784,0,14,1140,67,30,23
4715,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0078-1185,584,5.601,2.495,1,14,1170,66,30,24
4716,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0071-1215,314,4.408,2.170,0,11,1200,65,30,12
4717,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0071-1243,141,3.652,1.916,0,10,1230,65,26,12
4718,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0110-0114,159,6.302,1.909,2,11,109,101,11,19
4719,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0111-0135,431,6.265,1.860,2,12,120,103,30,17
4720,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0114-0165,270,6.522,1.931,2,12,150,108,30,12
4721,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0117-0195,111,8.937,1.603,5,13,180,114,30,6
4722,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0119-0225,60,8.133,2.325,4,12,210,118,30,2
4723,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0118-0255,88,5.705,2.315,1,12,240,117,30,3
4724,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0118-0285,90,3.944,1.502,2,7,270,117,30,3
4725,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0118-0315,103,5.767,1.652,2,11,300,116,30,4
4726,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0118-0345,120,4.442,2.073,2,11,330,116,30,4
4727,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0116-0375,165,3.976,1.841,0,9,360,113,30,7
4728,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0115-0405,233,5.155,1.946,2,13,390,111,30,9
4729,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0114-0435,299,5.615,2.659,1,13,420,109,30,11
4730,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0113-0465,366,6.945,2.848,0,14,450,107,30,13
4731,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0112-0495,434,6.721,2.807,1,17,480,104,30,16
4732,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0111-0525,503,7.097,2.710,1,17,510,102,30,18
4733,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0110-0555,569,6.424,2.481,1,13,540,100,30,20
4734,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0109-0585,635,6.619,2.935,0,14,570,98,30,22
4735,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0107-0615,707,6.683,2.795,1,13,600,95,30,25
4736,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0106-0645,786,6.887,2.720,1,14,630,92,30,28
4737,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0675,869,7.856,2.451,1,15,660,90,30,30
4738,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0705,900,7.063,2.422,0,14,690,90,30,30
4739,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0735,900,7.850,2.568,1,15,720,90,30,30
4740,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0765,900,7.569,2.338,3,14,750,90,30,30
4741,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0795,900,7.887,2.531,1,16,780,90,30,30
4742,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0825,900,7.797,2.140,2,14,810,90,30,30
4743,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0855,900,6.808,1.941,1,13,840,90,30,30
4744,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0885,900,7.462,2.015,3,15,870,90,30,30
4745,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0915,900,8.708,2.506,1,19,900,90,30,30
4746,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0945,900,9.040,2.022,3,16,930,90,30,30
4747,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-0975,900,7.592,2.173,2,12,960,90,30,30
4748,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1005,900,8.142,1.994,3,14,990,90,30,30
4749,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1035,890,8.006,2.309,1,14,1020,90,30,30
4750,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0104-1065,739,7.470,2.574,0,13,1050,90,30,28
4751,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0100-1095,605,7.208,2.766,0,15,1080,90,30,21
4752,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1125,804,7.466,2.509,1,15,1110,90,30,30
4753,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1155,900,7.910,2.065,1,15,1140,90,30,30
4754,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1185,900,8.188,2.343,1,16,1170,90,30,30
4755,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0105-1215,315,7.213,2.040,2,15,1200,90,30,30
4756,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0119-1233,10,6.700,1.636,4,9,1230,118,6,2
4757,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0116,110,7.336,1.693,4,10,113,120,7,30
4758,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0135,900,6.881,1.731,3,12,120,120,30,30
4759,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0165,900,6.620,1.858,2,12,150,120,30,30
4760,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0195,900,7.710,2.375,2,15,180,120,30,30
4761,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0225,900,8.792,2.263,3,16,210,120,30,30
4762,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0255,900,8.660,1.916,3,17,240,120,30,30
4763,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0285,900,7.912,2.246,2,15,270,120,30,30
4764,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0315,900,7.636,1.959,3,13,300,120,30,30
4765,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0345,900,7.782,2.031,3,15,330,120,30,30
4766,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0375,900,8.087,1.965,3,15,360,120,30,30
4767,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0405,900,8.009,1.987,3,13,390,120,30,30
4768,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0435,900,7.873,2.215,2,15,420,120,30,30
4769,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0465,900,7.882,2.156,2,13,450,120,30,30
4770,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0495,900,8.932,1.979,4,15,480,120,30,30
4771,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0525,900,8.027,2.086,3,16,510,120,30,30
4772,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0555,900,7.181,1.945,3,14,540,120,30,30
4773,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0585,900,7.241,1.961,2,14,570,120,30,30
4774,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0615,900,7.650,2.134,2,14,600,120,30,30
4775,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0645,900,7.247,2.134,2,14,630,120,30,30
4776,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0675,900,7.326,2.069,2,15,660,120,30,30
4777,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0705,900,6.731,2.062,2,12,690,120,30,30
4778,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0735,900,7.424,2.292,2,16,720,120,30,30
4779,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0765,900,7.139,2.088,2,13,750,120,30,30
4780,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0795,900,7.626,2.650,1,14,780,120,30,30
4781,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0825,900,7.466,2.176,1,13,810,120,30,30
4782,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0855,900,7.381,1.995,2,13,840,120,30,30
4783,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0885,900,7.791,2.246,2,15,870,120,30,30
4784,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0915,900,8.052,2.184,3,14,900,120,30,30
4785,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0945,900,8.116,2.332,2,16,930,120,30,30
4786,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0135-0975,859,7.593,2.251,2,14,960,120,30,30
4787,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0131-1005,463,6.339,2.451,1,13,990,120,30,23
4788,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0124-1031,118,4.229,1.860,1,8,1020,120,22,9
4789,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0124-1134,53,4.679,1.615,1,8,1128,120,12,8
4790,ubiswitch-35x-batch2.wt_7dpf.250115_WT_7dpf_wt1.mCherry.BandC.jpg:0131-1155,390,5.551,2.112,1,11,1140,120,30,23
